"V1" "V2" "V3" "V4" "V5" "V6"
"25546" "img/2679500_1283000_2680000_1283500.tiff" 810 4770 1390 5000 "school"
"25547" "img/2679500_1283000_2680000_1283500.tiff" 0 4570 650 5000 "school"
"25555" "img/2542000_1180000_2542500_1180500.tiff" 3590 3810 4070 4080 "graveyard"
"25566" "img/2656000_1257000_2656500_1257500.tiff" 830 3820 990 3980 "school"
"25567" "img/2656000_1257000_2656500_1257500.tiff" 920 3690 1190 3950 "school"
"25571" "img/2697000_1263500_2697500_1264000.tiff" 0 3480 230 4110 "graveyard"
"25572" "img/2697000_1263500_2697500_1264000.tiff" 0 3330 500 4650 "graveyard"
"25596" "img/2537500_1186500_2538000_1187000.tiff" 1250 2540 1930 3030 "school"
"25598" "img/2593500_1217500_2594000_1218000.tiff" 0 4570 210 5000 "graveyard"
"25599" "img/2593500_1217500_2594000_1218000.tiff" 1210 4520 1400 4750 "graveyard"
"25603" "img/2669500_1176500_2670000_1177000.tiff" 4600 2340 4940 2570 "graveyard"
"25604" "img/2579500_1111000_2580000_1111500.tiff" 4450 4950 4920 5000 "school"
"25607" "img/2722500_1272000_2723000_1272500.tiff" 0 2000 1010 3410 "school"
"25609" "img/2713000_1270000_2713500_1270500.tiff" 630 90 2560 660 "school"
"25611" "img/2700500_1273000_2701000_1273500.tiff" 1740 700 2250 1200 "school"
"25612" "img/2700500_1273000_2701000_1273500.tiff" 1260 270 2800 2060 "school"
"25613" "img/2700500_1273000_2701000_1273500.tiff" 2310 710 2740 1010 "school"
"25614" "img/2700500_1273000_2701000_1273500.tiff" 1970 100 2840 720 "school"
"25621" "img/2599500_1201000_2600000_1201500.tiff" 1610 4850 1940 5000 "school"
"25622" "img/2599500_1201000_2600000_1201500.tiff" 3500 4810 4400 5000 "school"
"25623" "img/2599500_1201000_2600000_1201500.tiff" 2510 1780 2980 2250 "school"
"25624" "img/2599500_1201000_2600000_1201500.tiff" 3700 40 4430 280 "school"
"25625" "img/2599500_1201000_2600000_1201500.tiff" 0 3940 190 4780 "school"
"25626" "img/2599500_1201000_2600000_1201500.tiff" 30 3450 830 4270 "school"
"25627" "img/2599500_1201000_2600000_1201500.tiff" 50 3540 290 3790 "school"
"25628" "img/2599500_1201000_2600000_1201500.tiff" 190 3390 430 3640 "school"
"25629" "img/2599500_1201000_2600000_1201500.tiff" 0 2100 2190 3370 "school"
"25630" "img/2542000_1174000_2542500_1174500.tiff" 390 30 730 160 "graveyard"
"25646" "img/2706500_1238000_2707000_1238500.tiff" 4200 160 4630 640 "school"
"25647" "img/2706500_1238000_2707000_1238500.tiff" 3990 70 4400 480 "school"
"25648" "img/2706500_1238000_2707000_1238500.tiff" 4520 20 4730 110 "school"
"25649" "img/2706500_1238000_2707000_1238500.tiff" 3650 30 4000 210 "school"
"25703" "img/2744500_1270000_2745000_1270500.tiff" 3110 2560 3570 3480 "school"
"25704" "img/2744500_1270000_2745000_1270500.tiff" 4530 480 4720 780 "school"
"25705" "img/2570500_1161500_2571000_1162000.tiff" 3950 2630 4860 3870 "school"
"25706" "img/2570500_1161500_2571000_1162000.tiff" 3790 800 4840 1980 "school"
"25707" "img/2711000_1278000_2711500_1278500.tiff" 460 1780 910 2000 "graveyard"
"25708" "img/2711000_1278000_2711500_1278500.tiff" 820 900 2900 2690 "graveyard"
"25709" "img/2711000_1278000_2711500_1278500.tiff" 680 1010 1110 1520 "graveyard"
"25726" "img/2514500_1145000_2515000_1145500.tiff" 0 4700 560 5000 "school"
"25727" "img/2514500_1145000_2515000_1145500.tiff" 4210 750 4670 1260 "school"
"25759" "img/2612500_1257000_2613000_1257500.tiff" 0 70 170 490 "school"
"25760" "img/2612500_1257000_2613000_1257500.tiff" 0 90 260 650 "school"
"25764" "img/2705500_1214500_2706000_1215000.tiff" 4500 4110 4900 4520 "graveyard"
"25765" "img/2705500_1214500_2706000_1215000.tiff" 3830 4030 4060 4320 "graveyard"
"25766" "img/2705500_1214500_2706000_1215000.tiff" 3850 3780 4340 4210 "graveyard"
"25782" "img/2711000_1141000_2711500_1141500.tiff" 0 1480 40 1620 "graveyard"
"25785" "img/2561000_1191000_2561500_1191500.tiff" 2220 2020 2610 2490 "school"
"25786" "img/2561000_1191000_2561500_1191500.tiff" 2070 10 2200 80 "school"
"25794" "img/2528500_1185500_2529000_1186000.tiff" 2100 2710 3320 4060 "graveyard"
"25795" "img/2528500_1185500_2529000_1186000.tiff" 0 1310 100 1780 "graveyard"
"25796" "img/2528500_1185500_2529000_1186000.tiff" 3310 70 3560 470 "graveyard"
"25815" "img/2609500_1267000_2610000_1267500.tiff" 1700 2690 2810 5000 "school"
"25816" "img/2609500_1267000_2610000_1267500.tiff" 2770 2660 3970 3160 "school"
"25817" "img/2609500_1267000_2610000_1267500.tiff" 1060 2140 1620 3530 "school"
"25818" "img/2609500_1267000_2610000_1267500.tiff" 2790 130 3820 930 "school"
"25821" "img/2677000_1259500_2677500_1260000.tiff" 4280 1340 4810 1990 "school"
"25822" "img/2651000_1233500_2651500_1234000.tiff" 4590 4110 4940 4520 "graveyard"
"25824" "img/2637000_1240000_2637500_1240500.tiff" 370 4280 2340 5000 "graveyard"
"25825" "img/2637000_1240000_2637500_1240500.tiff" 90 3800 620 4380 "graveyard"
"25826" "img/2637000_1240000_2637500_1240500.tiff" 100 3090 520 3510 "graveyard"
"25827" "img/2637000_1240000_2637500_1240500.tiff" 300 2870 780 3360 "graveyard"
"25834" "img/2708500_1115000_2709000_1115500.tiff" 3660 750 4160 1280 "graveyard"
"25843" "img/2552500_1216500_2553000_1217000.tiff" 4000 1910 4870 2980 "school"
"25873" "img/2604500_1214000_2605000_1214500.tiff" 3950 2820 4860 3520 "school"
"25874" "img/2613500_1261000_2614000_1261500.tiff" 130 4420 520 4930 "school"
"25875" "img/2613500_1261000_2614000_1261500.tiff" 250 3910 520 4120 "school"
"25876" "img/2687500_1242500_2688000_1243000.tiff" 750 170 2570 1300 "graveyard"
"25879" "img/2528500_1162500_2529000_1163000.tiff" 180 2330 1890 5000 "school"
"25880" "img/2528500_1162500_2529000_1163000.tiff" 0 3250 330 3610 "school"
"25881" "img/2528500_1162500_2529000_1163000.tiff" 810 3230 1100 3680 "school"
"25882" "img/2528500_1162500_2529000_1163000.tiff" 1100 2750 1900 3900 "school"
"25883" "img/2528500_1162500_2529000_1163000.tiff" 2740 2940 2950 3160 "school"
"25884" "img/2528500_1162500_2529000_1163000.tiff" 760 2120 1300 3340 "school"
"25885" "img/2528500_1162500_2529000_1163000.tiff" 1540 1730 1710 2000 "school"
"25886" "img/2528500_1162500_2529000_1163000.tiff" 110 1470 370 1730 "school"
"25887" "img/2528500_1162500_2529000_1163000.tiff" 0 910 430 1400 "school"
"25891" "img/2714500_1090500_2715000_1091000.tiff" 0 4470 1020 5000 "school"
"25892" "img/2714500_1090500_2715000_1091000.tiff" 0 4010 580 5000 "school"
"25893" "img/2714500_1090500_2715000_1091000.tiff" 0 2490 1800 5000 "school"
"25894" "img/2714500_1090500_2715000_1091000.tiff" 0 2520 1680 5000 "school"
"25908" "img/2495500_1111500_2496000_1112000.tiff" 3420 3050 4790 4880 "school"
"25909" "img/2495500_1111500_2496000_1112000.tiff" 1190 2390 4180 4220 "school"
"25915" "img/2763500_1188000_2764000_1188500.tiff" 0 2690 120 2860 "graveyard"
"25916" "img/2573500_1181500_2574000_1182000.tiff" 3200 2190 3990 2780 "graveyard"
"25920" "img/2623000_1222500_2623500_1223000.tiff" 4290 4010 4900 4420 "school"
"25927" "img/2623000_1228500_2623500_1229000.tiff" 2110 880 2630 1310 "school"
"25928" "img/2623000_1228500_2623500_1229000.tiff" 1780 500 2840 1740 "school"
"25929" "img/2623000_1228500_2623500_1229000.tiff" 3150 320 3690 880 "school"
"25930" "img/2623000_1228500_2623500_1229000.tiff" 3480 160 4300 1170 "school"
"25937" "img/2629000_1239500_2629500_1240000.tiff" 0 2040 310 2960 "school"
"25938" "img/2629000_1239500_2629500_1240000.tiff" 0 3520 560 4440 "school"
"25939" "img/2629000_1239500_2629500_1240000.tiff" 0 2860 390 3690 "school"
"25954" "img/2524000_1172500_2524500_1173000.tiff" 1350 360 1770 710 "graveyard"
"25960" "img/2620000_1253000_2620500_1253500.tiff" 2490 180 2890 320 "school"
"25961" "img/2620000_1253000_2620500_1253500.tiff" 2060 50 2460 350 "school"
"25962" "img/2620000_1253000_2620500_1253500.tiff" 2920 20 3250 110 "school"
"25970" "img/2628000_1201000_2628500_1201500.tiff" 890 3160 1480 3650 "school"
"25971" "img/2628000_1201000_2628500_1201500.tiff" 980 3200 1220 3440 "school"
"25974" "img/2569500_1185000_2570000_1185500.tiff" 600 4790 1000 5000 "graveyard"
"25979" "img/2689000_1221000_2689500_1221500.tiff" 1630 3450 2490 4330 "graveyard"
"25980" "img/2689000_1221000_2689500_1221500.tiff" 3180 3500 3850 4190 "graveyard"
"25981" "img/2689000_1221000_2689500_1221500.tiff" 20 2410 2250 3550 "graveyard"
"25982" "img/2689000_1221000_2689500_1221500.tiff" 1780 2520 2230 2800 "graveyard"
"25983" "img/2689000_1221000_2689500_1221500.tiff" 1320 2460 1790 2810 "graveyard"
"25993" "img/2661500_1251500_2662000_1252000.tiff" 1690 3730 2220 4330 "graveyard"
"25994" "img/2661500_1251500_2662000_1252000.tiff" 2090 2370 3280 4080 "graveyard"
"26005" "img/2618000_1231000_2618500_1231500.tiff" 4620 4400 4840 4650 "school"
"26023" "img/2724500_1258500_2725000_1259000.tiff" 0 2580 1320 4340 "school"
"26024" "img/2724500_1258500_2725000_1259000.tiff" 0 2470 820 3320 "school"
"26039" "img/2511000_1144500_2511500_1145000.tiff" 1680 2320 2000 2680 "graveyard"
"26041" "img/2660500_1238000_2661000_1238500.tiff" 220 1310 1470 2300 "school"
"26042" "img/2660500_1238000_2661000_1238500.tiff" 0 1110 280 1610 "school"
"26062" "img/2792500_1163500_2793000_1164000.tiff" 1730 2610 2370 3310 "graveyard"
"26063" "img/2734000_1266000_2734500_1266500.tiff" 3200 1950 4130 3080 "school"
"26064" "img/2734000_1266000_2734500_1266500.tiff" 3460 2220 3810 2510 "school"
"26065" "img/2734000_1266000_2734500_1266500.tiff" 3380 1930 3480 2180 "school"
"26076" "img/2590000_1115500_2590500_1116000.tiff" 3400 3360 4260 4200 "school"
"26090" "img/2716000_1280500_2716500_1281000.tiff" 1810 4880 2050 5000 "school"
"26091" "img/2716000_1280500_2716500_1281000.tiff" 0 4850 150 5000 "school"
"26116" "img/2714000_1146000_2714500_1146500.tiff" 960 4000 1290 4340 "graveyard"
"26146" "img/2590500_1243000_2591000_1243500.tiff" 1890 1540 2840 2430 "graveyard"
"26164" "img/2606500_1229500_2607000_1230000.tiff" 0 3180 820 3840 "school"
"26165" "img/2606500_1229500_2607000_1230000.tiff" 3800 2020 4330 2490 "school"
"26166" "img/2709500_1111500_2710000_1112000.tiff" 0 3910 150 4250 "graveyard"
"26167" "img/2709500_1111500_2710000_1112000.tiff" 0 1290 170 1780 "graveyard"
"26182" "img/2549500_1181000_2550000_1181500.tiff" 2470 2830 2860 3270 "graveyard"
"26194" "img/2758500_1250000_2759000_1250500.tiff" 1340 3500 3260 5000 "school"
"26200" "img/2567000_1119000_2567500_1119500.tiff" 4470 4860 4930 5000 "graveyard"
"26244" "img/2638000_1247000_2638500_1247500.tiff" 2150 4660 2840 5000 "school"
"26245" "img/2638000_1247000_2638500_1247500.tiff" 0 1420 2240 3510 "school"
"26256" "img/2547500_1177000_2548000_1177500.tiff" 2180 1570 2580 1950 "graveyard"
"26268" "img/2723500_1081000_2724000_1081500.tiff" 2130 4890 2450 5000 "graveyard"
"26269" "img/2723500_1081000_2724000_1081500.tiff" 1200 2640 1710 3000 "graveyard"
"26270" "img/2593500_1183000_2594000_1183500.tiff" 0 1410 1280 2090 "school"
"26271" "img/2593500_1183000_2594000_1183500.tiff" 940 1520 1230 1710 "school"
"26272" "img/2593500_1183000_2594000_1183500.tiff" 420 1430 730 1680 "school"
"26289" "img/2769000_1188500_2769500_1189000.tiff" 900 3810 1070 3940 "graveyard"
"26298" "img/2657500_1242000_2658000_1242500.tiff" 2410 4830 2980 5000 "graveyard"
"26299" "img/2657500_1242000_2658000_1242500.tiff" 3150 4430 3680 4830 "graveyard"
"26300" "img/2657500_1242000_2658000_1242500.tiff" 1960 3550 2560 4160 "graveyard"
"26301" "img/2657500_1242000_2658000_1242500.tiff" 1170 2920 2390 3850 "graveyard"
"26302" "img/2718500_1228500_2719000_1229000.tiff" 2270 2170 3380 5000 "school"
"26303" "img/2718500_1228500_2719000_1229000.tiff" 2750 1950 3050 2400 "school"
"26315" "img/2558500_1154000_2559000_1154500.tiff" 0 4530 120 5000 "school"
"26316" "img/2558500_1154000_2559000_1154500.tiff" 0 4610 80 4710 "school"
"26317" "img/2558500_1154000_2559000_1154500.tiff" 180 4400 930 4990 "school"
"26318" "img/2558500_1154000_2559000_1154500.tiff" 120 3760 1170 4550 "school"
"26319" "img/2558500_1154000_2559000_1154500.tiff" 170 3010 380 3450 "school"
"26320" "img/2558500_1154000_2559000_1154500.tiff" 660 2330 1530 3580 "school"
"26321" "img/2558500_1154000_2559000_1154500.tiff" 420 2330 740 2800 "school"
"26323" "img/2523500_1153500_2524000_1154000.tiff" 750 4190 1020 4510 "graveyard"
"26324" "img/2523500_1153500_2524000_1154000.tiff" 890 3740 1200 4060 "graveyard"
"26331" "img/2500500_1137000_2501000_1137500.tiff" 2870 1060 3320 1590 "graveyard"
"26342" "img/2570000_1134500_2570500_1135000.tiff" 2150 4960 2590 5000 "school"
"26351" "img/2535500_1174500_2536000_1175000.tiff" 20 900 330 1330 "graveyard"
"26355" "img/2707000_1145000_2707500_1145500.tiff" 4670 950 4950 1250 "graveyard"
"26378" "img/2687500_1246500_2688000_1247000.tiff" 3920 3910 4850 5000 "graveyard"
"26379" "img/2687500_1246500_2688000_1247000.tiff" 0 4490 920 5000 "graveyard"
"26380" "img/2687500_1246500_2688000_1247000.tiff" 2310 4120 3300 4980 "graveyard"
"26381" "img/2687500_1246500_2688000_1247000.tiff" 3490 4190 3810 4570 "graveyard"
"26382" "img/2687500_1246500_2688000_1247000.tiff" 3640 4110 3960 4490 "graveyard"
"26383" "img/2687500_1246500_2688000_1247000.tiff" 3170 3940 3490 4330 "graveyard"
"26384" "img/2687500_1246500_2688000_1247000.tiff" 3320 3860 3630 4250 "graveyard"
"26385" "img/2687500_1246500_2688000_1247000.tiff" 3460 3780 3780 4160 "graveyard"
"26386" "img/2687500_1246500_2688000_1247000.tiff" 3460 3630 3620 3770 "graveyard"
"26389" "img/2611500_1185000_2612000_1185500.tiff" 3920 1240 4040 1360 "school"
"26390" "img/2611500_1185000_2612000_1185500.tiff" 4540 980 4920 1170 "school"
"26410" "img/2753500_1179500_2754000_1180000.tiff" 0 4210 200 4490 "school"
"26412" "img/2634000_1119500_2634500_1120000.tiff" 1300 110 1550 410 "graveyard"
"26413" "img/2710000_1095000_2710500_1095500.tiff" 3060 850 3380 1120 "graveyard"
"26416" "img/2562500_1130000_2563000_1130500.tiff" 3610 4950 3880 5000 "school"
"26417" "img/2562500_1130000_2563000_1130500.tiff" 2650 4960 2750 5000 "school"
"26422" "img/2527000_1152000_2527500_1152500.tiff" 0 2480 370 3120 "school"
"26430" "img/2503500_1136500_2504000_1137000.tiff" 4100 4760 4530 5000 "graveyard"
"26449" "img/2697000_1241000_2697500_1241500.tiff" 0 1880 740 3060 "graveyard"
"26450" "img/2543500_1167000_2544000_1167500.tiff" 3980 2540 4380 2980 "graveyard"
"26457" "img/2722500_1077500_2723000_1078000.tiff" 1590 4520 3030 5000 "graveyard"
"26458" "img/2592500_1226000_2593000_1226500.tiff" 360 120 590 320 "school"
"26473" "img/2693000_1266500_2693500_1267000.tiff" 3040 220 4740 1620 "school"
"26474" "img/2693000_1266500_2693500_1267000.tiff" 3600 310 4160 760 "school"
"26475" "img/2693000_1266500_2693500_1267000.tiff" 3770 150 4210 470 "school"
"26503" "img/2670500_1246500_2671000_1247000.tiff" 4850 290 4980 1650 "school"
"26504" "img/2670500_1246500_2671000_1247000.tiff" 4890 270 4980 1460 "school"
"26505" "img/2524000_1152500_2524500_1153000.tiff" 2940 2210 3450 2810 "graveyard"
"26532" "img/2585500_1221500_2586000_1222000.tiff" 4170 3450 4890 4420 "school"
"26533" "img/2585500_1221500_2586000_1222000.tiff" 2350 4030 2610 4270 "school"
"26534" "img/2585500_1221500_2586000_1222000.tiff" 2070 3840 2250 4020 "school"
"26535" "img/2585500_1221500_2586000_1222000.tiff" 2310 3770 2630 4070 "school"
"26536" "img/2585500_1221500_2586000_1222000.tiff" 1770 3490 2660 4520 "school"
"26537" "img/2585500_1221500_2586000_1222000.tiff" 2140 3580 2390 3830 "school"
"26538" "img/2585500_1221500_2586000_1222000.tiff" 560 1700 1710 2810 "school"
"26539" "img/2585500_1221500_2586000_1222000.tiff" 3090 900 3840 1840 "school"
"26540" "img/2612000_1225000_2612500_1225500.tiff" 1520 4550 2540 5000 "school"
"26541" "img/2612000_1225000_2612500_1225500.tiff" 620 4240 1610 5000 "school"
"26557" "img/2557000_1149500_2557500_1150000.tiff" 460 4750 820 5000 "graveyard"
"26560" "img/2710000_1261500_2710500_1262000.tiff" 4030 4520 4870 5000 "school"
"26561" "img/2710000_1261500_2710500_1262000.tiff" 4350 4580 4910 5000 "school"
"26562" "img/2710000_1261500_2710500_1262000.tiff" 4780 3470 4970 4450 "school"
"26563" "img/2710000_1261500_2710500_1262000.tiff" 4100 3430 4760 4440 "school"
"26583" "img/2538500_1165500_2539000_1166000.tiff" 920 740 1810 1660 "graveyard"
"26584" "img/2682000_1201000_2682500_1201500.tiff" 2440 2980 2800 3320 "graveyard"
"26585" "img/2682000_1201000_2682500_1201500.tiff" 1870 2150 2060 2400 "graveyard"
"26586" "img/2682000_1201000_2682500_1201500.tiff" 2010 1960 2340 2400 "graveyard"
"26587" "img/2682000_1201000_2682500_1201500.tiff" 2040 1800 2090 1910 "graveyard"
"26629" "img/2714000_1257000_2714500_1257500.tiff" 4510 1230 4930 2450 "school"
"26637" "img/2581500_1230000_2582000_1230500.tiff" 2220 2060 2480 2560 "school"
"26638" "img/2581500_1230000_2582000_1230500.tiff" 2420 1670 2800 2120 "school"
"26639" "img/2581500_1230000_2582000_1230500.tiff" 2850 1220 3710 2420 "school"
"26640" "img/2581500_1230000_2582000_1230500.tiff" 2720 1060 3310 1730 "school"
"26641" "img/2581500_1230000_2582000_1230500.tiff" 2170 500 3090 1460 "school"
"26652" "img/2680000_1252000_2680500_1252500.tiff" 3730 50 4270 330 "school"
"26659" "img/2642000_1229000_2642500_1229500.tiff" 0 1800 120 2190 "graveyard"
"26660" "img/2642000_1229000_2642500_1229500.tiff" 0 1290 370 2380 "graveyard"
"26662" "img/2683500_1232500_2684000_1233000.tiff" 0 3090 2130 5000 "school"
"26663" "img/2683500_1232500_2684000_1233000.tiff" 400 3350 510 3600 "school"
"26664" "img/2683500_1232500_2684000_1233000.tiff" 240 3350 360 3600 "school"
"26665" "img/2683500_1232500_2684000_1233000.tiff" 0 3220 120 3460 "school"
"26666" "img/2683500_1232500_2684000_1233000.tiff" 40 2880 190 3020 "school"
"26678" "img/2801500_1133000_2802000_1133500.tiff" 4760 3730 4960 3930 "graveyard"
"26679" "img/2801500_1133000_2802000_1133500.tiff" 2270 2520 2660 2880 "graveyard"
"26680" "img/2801500_1133000_2802000_1133500.tiff" 1410 1880 2430 2850 "graveyard"
"26681" "img/2801500_1133000_2802000_1133500.tiff" 3460 950 4780 2210 "graveyard"
"26682" "img/2801500_1133000_2802000_1133500.tiff" 3800 1020 4040 1420 "graveyard"
"26683" "img/2801500_1133000_2802000_1133500.tiff" 4900 30 4980 180 "graveyard"
"26769" "img/2584500_1212000_2585000_1212500.tiff" 0 20 110 110 "graveyard"
"26804" "img/2558500_1221000_2559000_1221500.tiff" 0 140 170 350 "school"
"26822" "img/2608000_1250500_2608500_1251000.tiff" 250 410 3200 2560 "school"
"26830" "img/2663500_1244500_2664000_1245000.tiff" 1070 2090 2020 2460 "school"
"26831" "img/2663500_1244500_2664000_1245000.tiff" 1620 1130 2500 2080 "school"
"26849" "img/2577000_1260000_2577500_1260500.tiff" 2540 1210 2930 1720 "graveyard"
"26868" "img/2600000_1113000_2600500_1113500.tiff" 3260 510 3740 1150 "graveyard"
"26872" "img/2584500_1160500_2585000_1161000.tiff" 80 2660 360 2950 "graveyard"
"26873" "img/2584500_1160500_2585000_1161000.tiff" 0 2470 80 2620 "graveyard"
"26874" "img/2597000_1119500_2597500_1120000.tiff" 3050 610 3680 1320 "graveyard"
"26875" "img/2597000_1119500_2597500_1120000.tiff" 0 70 840 540 "graveyard"
"26884" "img/2585500_1175500_2586000_1176000.tiff" 1450 600 1850 760 "school"
"26885" "img/2585500_1175500_2586000_1176000.tiff" 2210 520 2420 720 "school"
"26897" "img/2630500_1251000_2631000_1251500.tiff" 2890 4680 3430 5000 "school"
"26898" "img/2630500_1251000_2631000_1251500.tiff" 800 50 1450 390 "school"
"26906" "img/2564000_1103500_2564500_1104000.tiff" 310 4200 750 4590 "graveyard"
"26907" "img/2564000_1103500_2564500_1104000.tiff" 3300 4010 3540 4230 "graveyard"
"26908" "img/2564000_1103500_2564500_1104000.tiff" 2190 3690 2750 4190 "graveyard"
"26913" "img/2609000_1229000_2609500_1229500.tiff" 2100 3000 3750 4550 "school"
"26914" "img/2609000_1229000_2609500_1229500.tiff" 3320 3270 3800 3870 "school"
"26915" "img/2609000_1229000_2609500_1229500.tiff" 800 2730 1490 3480 "school"
"26916" "img/2609000_1229000_2609500_1229500.tiff" 1150 2480 1500 2840 "school"
"26917" "img/2609000_1229000_2609500_1229500.tiff" 2710 2180 2810 2270 "school"
"26918" "img/2609000_1229000_2609500_1229500.tiff" 0 590 360 1020 "school"
